PetID,AdoptionSpeed,LinearSVC,Logistic,Kneighbors,Decisiontree,RF,xgboost
9f2251ffe,3,2,3,1,3,3,3
f32059805,2,2,2,2,4,2,2
1a4c1709a,3,4,4,3,3,3,4
dde0775b8,3,2,2,3,2,3,3
aea876483,2,2,2,3,2,2,2
91298d5cf,4,4,4,4,4,4,4
7390b70c5,3,4,3,3,3,3,3
bcd601baa,4,4,4,4,4,4,4
70a534945,4,4,1,1,4,4,4
0510d2767,4,1,1,1,4,4,2
915f0b42a,3,2,1,1,1,3,2
6ea6cde88,3,4,4,2,3,3,3
4370b5ff7,2,3,4,4,1,2,2
ae116d640,4,4,3,1,4,4,3
c7969bc23,4,4,4,2,4,4,4
c469973de,1,2,2,2,2,1,1
04d25d8a7,4,4,4,4,1,4,4
7ad53619d,4,1,4,1,1,1,4
ba42b457d,1,4,4,1,1,1,4
29a2ecf1f,2,1,2,4,1,2,2
f4c27e753,4,4,4,2,4,4,4
d1db8712e,4,4,4,4,4,4,4
a0124e47a,1,1,2,1,3,1,1
ee65ac339,3,1,1,3,1,3,1
ffd61a488,1,4,4,1,1,1,1
ed10d7ee5,2,2,2,0,0,2,3
f867cc417,1,2,2,1,2,1,1
965054b9e,2,4,4,2,2,2,2
dd0d78496,4,4,4,4,3,4,4
18f9fe19c,4,1,1,4,4,1,4
dce01bb7e,4,4,4,1,4,4,1
93b91a46a,4,2,2,1,4,4,4
380eaa884,2,2,2,2,4,2,2
bcf8ec029,4,4,4,4,1,4,4
62f87187d,1,2,2,1,3,1,2
8bf15c0b6,1,1,1,1,1,1,1
1a7d70a4f,2,3,2,2,2,2,4
be4acc363,2,2,2,2,2,2,2
cb41cd1c5,1,2,2,2,1,1,2
1fdf2880b,4,4,4,2,4,4,4
0f78031e4,1,2,2,1,4,1,4
bb8795c8d,1,4,3,1,1,1,1
d59f3a6cc,1,2,2,1,1,1,1
8eb5d1d04,2,4,4,2,2,4,4
58132cc85,2,2,2,0,1,2,2
8d6c8d486,3,2,2,2,3,3,3
aba00e1f9,4,4,4,4,3,4,4
0ae84d311,3,4,4,3,3,3,4
74f4cfdf6,4,1,1,1,3,4,4
9ede28a9d,4,4,4,3,4,4,4
38436063c,2,2,4,1,2,2,2
721acc718,1,4,3,1,2,1,1
15df9cd46,3,4,4,1,4,4,4
a8a1d4151,4,2,4,2,4,4,4
a700a780b,3,4,4,3,3,3,2
68860d109,1,2,1,1,4,1,1
ea6f69d0a,2,1,1,2,1,2,1
24554cdc8,3,2,4,3,3,3,3
da7c5b19f,2,2,2,4,2,2,4
7ba58565e,3,2,2,3,1,3,3
1d9c36e47,4,4,4,4,4,4,4
069762ec2,4,1,4,4,2,4,4
2e726c62d,1,4,1,1,1,1,1
6f7d23e2d,4,4,4,4,4,4,4
00553ae55,1,2,2,1,3,1,1
5b2e5e410,4,3,3,2,1,3,3
44175f75c,3,3,3,3,3,3,3
17066185d,2,2,2,2,2,2,2
15cc01168,1,1,2,1,3,1,1
e402f3b2f,4,2,2,1,4,4,4
6153f9d64,1,2,2,1,1,1,2
a437cc78c,4,2,2,0,4,1,2
586585da9,1,2,1,1,1,1,1
2f4c6ada3,3,2,2,1,2,3,3
9d84fc0c5,3,4,4,3,3,3,3
418a25e6b,1,4,2,1,1,1,1
417c109aa,2,2,2,3,2,2,2
3e924d284,3,4,4,1,3,3,4
c39e5de99,4,4,4,4,4,4,4
7d9d04836,4,4,4,4,4,4,4
3d51f4560,4,2,2,4,4,2,2
c4a3c0456,2,2,2,2,2,2,2
db81bf77c,4,2,2,4,4,1,1
4b0b7dd2f,4,2,2,1,4,4,4
2483a71c4,3,4,3,3,3,3,3
42a8d4f4a,3,4,4,1,4,3,2
925c3854a,1,2,1,1,1,1,1
d714680ff,2,1,3,1,1,2,2
b1ed265ef,3,3,3,3,4,3,3
91d0ba5c0,3,2,2,2,4,4,4
530c897a2,2,3,2,1,2,2,2
ff9d8cb25,1,1,1,1,1,1,1
8cebbeec1,4,3,4,0,3,4,4
cf9e48222,2,2,2,3,2,2,2
1fecd2bab,2,2,2,2,1,2,2
f2eb9530d,4,3,3,2,2,3,3
3fed382c0,2,2,1,2,2,2,2
a5acfe9ed,1,1,1,1,1,1,1
523f4a05e,2,1,2,2,2,2,2
3b178aa59,4,3,3,2,4,4,4
1077fb67a,2,3,2,2,3,2,2
ae5059b40,1,3,3,1,1,1,1
b11ae7451,2,4,4,2,4,4,4
e68926f8d,4,2,2,1,4,4,4
3480a9d2e,3,2,2,3,1,3,3
a46794d88,2,4,4,2,2,2,2
bd54c995a,1,3,3,1,1,1,1
f45176c4c,4,1,4,1,4,4,4
dcc58b6ba,2,4,4,1,2,2,2
e27ac6865,3,3,3,2,3,3,3
f83695eb0,4,1,1,1,2,4,2
fa7c7d1be,3,2,2,2,3,3,3
a5b1713d3,1,1,2,4,3,1,1
8a38740d1,1,1,1,1,1,1,1
7611934a0,2,2,2,1,2,2,2
2208d2be1,2,1,1,0,2,2,1
a05e81f9f,4,4,4,4,2,4,4
3de1de812,3,2,2,2,2,3,3
655bbbcc8,1,2,2,2,1,1,1
0a4203544,1,4,4,2,2,1,1
ed0185e39,2,4,4,2,3,4,4
a73b9eafd,4,2,2,4,4,4,4
ed5631a9c,1,2,4,1,2,1,1
ebc749f21,3,2,2,3,3,3,3
687be6419,3,4,1,1,3,1,1
d22561762,2,2,4,2,2,2,2
0adca3f66,3,3,1,2,2,3,1
b25c2d2d1,3,3,3,4,4,3,4
38063ee14,4,4,4,4,4,4,4
f8c6ed1a5,4,1,1,2,2,4,2
19480ca6f,2,4,4,2,2,2,4
1f82a9cd0,2,4,4,2,2,4,4
06daf9c05,4,3,3,4,1,4,3
cf66d011e,3,2,2,3,3,3,2
70337537c,4,2,2,2,2,4,2
72c626d6c,0,2,0,2,2,0,3
9ed224982,2,4,4,2,3,2,2
7b052d37d,3,3,3,3,3,3,3
231fe619a,3,4,4,3,3,4,4
6704c5fd7,2,4,4,2,2,2,2
8867faa98,2,4,4,2,2,4,4
10516f3c6,4,2,2,4,4,4,2
5a828ec3e,2,2,2,2,3,2,2
b810732ac,3,1,4,1,3,3,2
3e65ffa3c,3,2,2,3,3,3,3
656a0a459,3,1,1,3,4,3,3
042b1e55f,2,2,2,2,2,2,2
eddac3328,3,4,3,3,3,3,3
9b344389b,3,2,2,1,2,3,2
97f0e7ec2,3,4,4,0,4,3,2
0d47275d4,1,3,3,1,1,1,2
f4614847a,2,2,2,2,1,2,2
c611f493b,3,2,2,2,4,3,3
1a676ca88,2,2,2,2,2,2,2
c2b2da9dd,1,1,1,1,1,1,1
f26e3e182,2,4,1,2,1,4,4
db05d2fb1,1,3,4,2,1,1,3
08b9a3a2f,1,4,4,2,1,1,1
8cc7f24f2,1,2,2,1,1,1,1
7ef23b94f,3,2,2,3,3,3,3
ebff4722c,2,2,1,1,2,2,2
4c9ea9908,2,2,2,2,2,2,2
46b9595d0,4,4,4,3,4,4,4
b3db0fa59,2,2,2,2,2,2,3
3a39613fa,4,1,1,1,4,4,4
80de23d7a,1,3,3,1,0,4,1
2405c5660,2,1,1,2,2,2,1
3df923a0e,1,2,2,0,1,1,4
8b0ea16a5,1,2,1,1,1,1,1
8f1bdc253,2,2,2,1,1,2,2
dbabe4e51,4,4,4,4,4,4,4
b921bfb80,4,4,4,4,3,4,4
a7cd5b749,3,1,1,3,3,3,3
4866e37fe,2,2,2,2,2,2,2
2127c6e1f,3,1,1,3,4,4,4
63912e2b8,2,4,4,2,2,2,2
21d8f0d2f,4,4,4,2,4,4,4
1534419ad,1,4,4,3,1,1,1
12890e9dc,2,2,2,1,3,2,2
43ad546c7,4,4,4,4,4,4,4
9c583aec6,1,2,2,1,4,1,1
ea92dcef6,2,4,1,1,2,2,2
d5ee02201,2,4,4,2,2,2,2
c969e8b17,2,2,2,2,2,2,2
764fac30e,2,1,2,2,2,2,2
fb67eb5d9,3,1,1,2,3,3,2
9d513f46a,3,3,2,2,3,3,3
de34278bc,1,2,2,1,1,1,1
0fd78af13,4,1,4,2,4,4,4
e348d720a,3,2,2,3,1,3,1
cccaecca8,0,1,1,1,0,0,1
5ca64db1a,0,4,4,0,4,0,4
ffebad2e7,2,3,2,2,2,2,2
048519a46,1,2,2,1,2,1,1
5634cfd98,1,4,4,1,3,1,3
503a567ed,2,2,2,2,3,2,2
536475bf3,2,4,4,2,2,4,4
7eb0b42b1,4,4,4,4,4,4,4
605f9cd41,4,4,4,4,2,4,4
186920165,2,1,1,2,2,2,2
acfaf9210,4,4,4,1,4,4,4
e5bc7aaa8,1,1,1,1,1,1,1
2cb3529bc,1,1,1,1,4,1,2
1a83d4455,2,2,2,2,2,2,2
9193c38af,4,2,2,1,2,4,1
eaf610cd0,1,4,4,4,2,1,1
9c5f43178,4,2,2,4,4,4,2
79f41f755,1,2,2,3,1,1,1
6f863a03a,2,2,2,3,3,2,2
156c2d6ba,4,2,1,4,4,4,4
52f3d0bf9,2,4,4,0,2,4,4
64070899d,2,4,4,1,2,4,4
359dd0b52,2,4,2,2,4,2,2
4f1a882b3,2,2,2,2,3,2,2
d93b38122,3,4,4,3,3,3,2
a03330405,2,1,1,1,2,2,1
bdb0f50e0,2,4,4,2,4,4,3
44c117982,2,2,4,2,2,2,2
4ef15a1c6,2,2,2,2,2,2,2
27b1bdd40,4,2,2,4,4,4,4
c92cdf20c,3,1,2,3,2,3,2
d37c4c951,2,4,4,4,1,2,2
62da2d031,4,4,4,4,4,4,4
533f52fff,1,2,2,1,1,1,2
2d88536fc,4,3,2,4,4,4,4
56ddc4f47,3,4,4,1,2,3,1
119f813b2,2,3,4,1,3,2,2
2831adaff,3,2,4,3,1,3,3
0bdd7f7ac,4,1,2,2,4,4,4
60f513e5a,1,2,2,2,1,1,2
2f7fd8400,4,2,4,4,4,4,4
95eb301ed,2,2,3,2,2,2,3
c763886a6,2,2,2,2,2,2,2
1d20ba693,4,4,4,4,4,4,4
58d1adc55,2,2,2,2,2,2,2
628f11673,1,4,2,4,3,1,1
caa967274,4,1,1,4,4,4,4
d7331834d,1,1,2,0,1,1,1
6d1c281f9,3,3,3,3,3,3,3
158a55025,3,1,1,1,2,3,3
41e4574a6,1,2,2,1,1,1,1
5682330ad,1,2,2,1,1,1,1
bd7f4fcee,4,3,3,4,4,4,4
eb1f799df,4,4,4,2,4,4,2
50262523c,3,4,4,2,3,4,4
4da0a8ee1,1,2,4,4,1,1,1
bd3fb8531,3,1,1,1,3,3,2
b1d1e399c,3,3,3,3,3,3,3
52a539ef3,1,4,4,1,4,1,4
adc3a477a,2,1,1,1,1,2,1
130797334,1,3,1,1,4,1,1
e8f6ede8c,2,4,4,2,2,4,4
63697128e,4,4,4,4,4,4,4
ca967745b,4,4,4,4,2,4,4
c148399c0,1,2,2,1,1,1,2
514e33268,2,1,1,1,1,2,2
538a89b59,4,2,2,2,2,4,4
91ef9278d,1,1,1,1,1,1,1
390f4fae4,1,2,2,4,1,1,2
722beb3aa,4,1,1,4,4,4,4
4f58a37d5,3,3,3,3,3,3,3
54bbc1b84,1,3,2,1,1,1,1
cbf20c4b0,4,4,4,2,4,4,4
df09bd082,3,3,4,1,3,3,2
add617e3c,1,1,2,1,1,1,4
c960b413e,1,4,4,1,2,1,1
3cc573384,2,1,1,1,2,2,2
618e97eeb,3,4,4,1,1,3,1
4d09e065d,3,4,4,3,3,4,4
d719027fd,2,1,2,2,4,2,2
2ad6c7675,3,2,2,3,3,3,2
dbf579546,2,2,2,1,2,2,2
0fe8ffc8e,3,3,3,3,3,3,3
ca17a355e,2,2,1,1,2,2,2
9ba11975b,2,2,2,3,3,4,4
7a23bdbdc,4,4,4,4,2,4,4
72c9986ac,2,4,4,1,4,4,4
a53e7e832,3,1,2,2,1,3,1
6db27dbb7,0,4,4,0,2,0,0
4a78b3e0b,1,2,2,1,1,1,1
f9f0a5dfb,2,1,1,2,2,2,2
63ea7cfeb,2,2,3,4,1,2,2
3219ad064,2,2,3,2,1,2,3
7582d1ab2,1,2,2,1,1,1,1
6709f43e8,4,3,3,4,4,4,4
0ece28cf0,4,2,4,4,4,4,4
97baac4eb,1,1,2,1,4,1,1
98b29e94a,3,2,1,1,3,3,3
40fa3f339,0,1,1,0,0,0,0
56d7f894f,4,2,2,2,4,4,4
d898de7ff,3,4,3,3,3,3,4
d56674978,2,4,4,2,2,2,4
0822db812,4,4,4,4,4,4,4
dc2354851,2,2,3,2,2,2,1
fa5957d1c,4,1,1,2,1,2,2
37a11cc19,4,4,4,3,4,4,4
cef410e81,2,1,1,2,2,2,1
22bc76cf6,4,4,4,1,1,4,4
2d2f2a305,1,2,2,1,1,1,1
a6830bac1,4,4,4,4,4,4,4
afa694eb4,3,4,4,3,3,3,3
70c30b53f,3,4,4,1,0,3,4
b52b8d946,4,4,4,4,4,4,4
1b1628128,1,2,1,1,1,1,1
8bb1c8a6f,2,4,4,1,4,2,2
c92cdde7f,2,2,2,2,2,2,2
0d6b42991,3,1,1,3,3,3,3
86ea9dda0,2,4,4,2,2,2,2
e65daf4dd,4,2,4,3,4,4,4
e48598033,2,2,2,0,2,2,2
46152db3e,3,4,4,3,3,3,4
dd8e62b81,4,2,2,4,3,4,4
f6db28991,1,2,2,1,1,1,1
e748f52b7,2,2,2,2,2,2,2
f836696de,4,2,2,4,4,4,4
f1f0972e3,3,2,3,1,2,3,3
8aeff9ad9,1,1,1,1,1,1,1
eb102e06d,0,2,1,0,4,0,0
703c9a23b,1,2,2,1,1,1,2
207aa47a6,1,2,2,2,1,1,1
14e52bdaf,4,4,4,4,4,4,4
083687ba1,4,4,4,4,2,4,4
4963e95ce,1,1,1,4,1,1,1
22606901,0,2,2,0,1,0,2
93e058345,3,2,2,3,3,1,2
0c49c9df2,4,4,4,2,3,4,4
57af29aba,3,4,4,3,4,3,4
6ef7f0012,2,1,1,0,0,2,2
fa5f5ccf9,2,4,4,2,4,2,2
271ca0b0e,1,4,4,4,1,4,4
34ed5aa64,1,1,4,1,2,1,4
e9e6aa241,3,2,2,2,4,3,4
14fb52f07,2,2,1,2,2,2,2
cfa67dca2,4,2,2,2,4,4,4
5b9bed882,3,1,2,2,3,3,3
4c26cf05d,3,3,3,3,3,3,3
4a8dc3644,2,2,3,3,2,2,2
16002dd9b,2,3,3,2,2,2,1
2774ef93f,2,4,4,2,2,2,2
17cbebba6,4,4,4,4,4,4,4
bf7ee1354,3,3,3,2,3,3,3
a91141912,1,1,1,4,1,1,4
a119ce67e,2,2,2,2,4,2,2
99f5b19b5,3,4,4,3,3,3,3
09dd22091,4,4,4,2,4,4,4
bc681e945,2,2,2,2,2,2,3
cca1ec6df,4,3,1,4,2,4,4
2486fcece,2,2,2,2,3,2,2
80bbb481b,1,2,2,1,1,1,2
f7b67fd7f,1,4,4,1,3,1,1
18a8b9b6e,3,1,1,1,3,3,2
f3a9092a2,1,1,1,2,1,1,1
559e15485,1,1,1,3,1,1,1
cf1b1b824,4,4,4,4,4,4,4
de19fca23,2,2,2,2,2,2,1
0cba1503b,4,2,4,4,3,4,4
97a3cca4f,4,4,4,1,3,4,4
b6fb16dbb,3,4,4,4,1,3,2
6c4520bd5,2,4,4,2,3,4,4
cc4e55d5b,1,2,2,1,1,1,1
f2aa25dbc,2,2,1,2,2,2,2
2c08a034c,2,2,2,1,2,2,2
c8d22c965,2,1,1,2,3,2,2
d404012af,4,4,4,2,4,4,4
4baa2968b,2,2,1,3,2,2,2
bbf6ed419,2,2,2,2,4,2,2
07eb56db1,3,2,2,3,3,3,3
c42e5a129,3,4,1,3,3,3,1
68ab069e3,4,4,4,4,4,4,4
9922b4f91,4,4,4,2,4,4,2
4413f9855,3,1,1,0,3,3,2
8b94ae06d,2,2,4,2,2,2,2
bd6a6d0dd,2,2,2,2,1,2,2
7ecaa8636,3,2,3,2,1,3,3
1c2a20543,3,4,4,1,2,3,3
89bec6af3,2,3,2,2,1,2,2
6984c9c58,2,4,4,1,2,2,2
0d7d16ce1,1,2,2,1,1,1,2
0fa25b7e5,3,2,2,3,3,3,3
8a6701090,4,4,4,4,4,4,4
ca9841ab1,1,4,4,2,2,1,2
250f59089,2,4,2,2,2,2,2
34b96cf6a,1,2,2,1,1,1,1
371d7e8ad,2,1,1,2,1,2,2
a338df612,0,4,4,0,0,0,2
4b7262ad7,3,4,4,3,3,3,3
ac59f3533,2,4,4,0,2,2,2
18734d13e,1,2,1,1,1,1,1
2d95a1a81,3,1,1,1,4,3,2
b3170958f,4,4,3,1,1,4,4
0be09ae87,3,1,1,1,4,3,3
81532c76f,3,1,1,1,1,3,3
99ab7c701,4,4,4,4,4,4,4
7f094e80c,3,4,4,3,3,3,3
3a050484c,3,1,3,1,3,3,3
ab48d21e0,4,4,3,3,4,4,4
882021db6,1,4,4,1,1,4,4
ee63ca0b4,4,4,4,4,4,4,4
37c989ac5,1,1,1,1,1,1,1
03c49f5aa,1,2,2,1,1,1,1
8f331aa22,2,2,2,1,4,2,2
9c1b4bb55,2,4,2,3,2,2,2
d380185bc,2,4,4,2,2,2,2
508f87cfc,3,4,4,4,3,3,4
b1818e562,3,4,4,2,2,3,2
3af1dedf7,4,4,4,4,4,4,4
9ae0545c1,4,4,4,1,4,4,4
6da06ed36,4,1,1,4,4,1,2
cf17492c7,2,2,4,2,2,2,2
80621df6b,3,2,2,1,3,3,1
56a0c2ccd,3,3,3,3,3,3,3
bf9ce53b3,4,2,4,4,4,4,4
793e89809,4,4,4,4,4,4,4
38e7577af,1,2,1,2,1,1,1
ff22356ef,3,2,2,3,3,3,3
161de24f6,2,1,2,2,2,2,2
b743aa88e,3,4,4,2,1,3,3
f1fb9506a,4,4,4,4,4,4,4
deac22864,2,2,2,2,3,2,2
b16852e32,1,4,4,1,1,1,1
72a2dc93b,1,2,4,1,1,1,1
ab4f161ae,3,2,3,3,3,3,3
aa3409a07,4,4,4,4,4,4,4
8910ea0f4,2,2,2,2,2,2,2
75758ad3f,4,4,1,4,4,4,1
52363327c,4,4,4,4,4,4,4
cb05f298c,4,4,4,1,1,4,4
f069c7c28,1,1,1,1,1,1,1
553b720c2,3,2,3,2,3,3,3
c58ad77c4,4,4,4,2,4,4,4
19470706b,4,4,4,4,4,4,4
cb423070b,1,2,2,1,1,1,2
f9db446f8,4,4,4,4,2,4,4
b129e668c,3,2,3,3,3,3,3
f205876aa,2,2,2,1,2,2,2
0b6064845,4,4,4,1,4,4,4
06abc52ac,3,3,1,3,1,3,3
2b47d7f0d,2,4,4,2,3,2,2
47fb86cbd,4,4,4,1,4,4,4
0c71184d5,4,4,1,1,4,4,4
078bf7e5a,3,2,1,3,3,3,3
70c88aab8,3,4,4,2,4,3,2
5d83f98eb,2,2,1,2,2,2,2
aaf465c30,2,2,3,2,2,2,2
f66e4eecf,3,1,4,1,3,3,3
d2fae31e8,3,2,2,1,4,3,4
64eed5e14,2,4,1,0,2,1,1
e909c484a,3,3,3,3,1,3,2
0690278af,1,4,4,3,2,1,1
ad56c5705,2,4,4,2,2,2,2
b7af4869d,0,1,2,0,1,0,1
f5bbf322d,4,2,2,4,4,4,2
b054e635f,4,4,4,4,1,4,4
badeec277,3,1,1,1,3,3,1
8b34370aa,4,4,4,4,4,4,4
c09e086c8,2,1,1,1,2,2,2
27ab49f1a,2,2,2,2,2,2,2
00156db4a,1,2,2,1,2,1,1
f52510492,3,2,2,3,3,3,3
0211e2f2d,3,2,2,1,3,3,2
6f358dea9,4,4,4,4,4,4,4
8e4a80297,4,4,4,1,4,4,4
90fe2bf72,2,4,4,4,3,4,4
ec8608c1c,4,2,1,1,4,4,4
86d42fe3f,2,4,4,2,4,2,2
70f92bae8,4,4,4,4,4,4,4
8f49d2828,2,1,1,4,2,2,1
e1cc143c4,3,4,4,1,3,3,3
41c61ed91,3,3,3,3,3,3,3
ba77d1df1,1,3,2,1,1,1,1
68e6d1bd7,2,4,3,1,2,2,3
9598a1528,4,2,4,4,4,4,4
6083e589b,2,2,2,2,2,2,2
ab3759aae,3,2,2,3,3,3,3
6090e5de6,4,4,4,4,4,4,4
487531377,3,0,1,1,3,3,3
14b3376eb,2,1,1,2,1,2,2
6fef6e555,2,4,4,2,2,2,2
4059df1bf,4,4,4,1,4,4,4
ea4fe7ae2,4,4,3,4,4,4,4
550405709,1,2,4,2,1,1,1
4d67e7fcf,0,1,1,1,3,0,2
7c6cc4bba,1,4,1,1,1,1,1
be604ea67,4,4,4,4,4,4,4
c2bc9cfc3,4,4,4,4,4,4,4
f246cb734,1,2,2,2,2,2,2
f8e0a06ca,2,1,2,1,2,2,2
fab063ed4,2,1,1,2,2,2,2
5ead05034,4,4,4,4,4,4,4
de884d234,4,4,4,4,4,4,4
87a37261b,3,3,2,1,3,3,3
f0f9efd52,3,4,4,4,3,3,3
a04a67a2e,3,1,1,3,3,3,3
d1ef30b8a,4,1,1,4,4,1,4
6c8613e80,2,3,3,3,2,2,2
e72120027,2,2,2,1,2,2,2
3b2f6d5b2,2,4,4,2,4,2,4
449290a8b,3,1,2,0,3,3,1
ca3dbbaa3,4,4,4,4,4,4,4
a243c61c6,4,3,3,4,1,4,4
84f308399,1,4,4,1,1,1,4
28dc83755,1,2,2,1,1,1,1
d6c60a52d,4,4,4,4,2,4,4
598f1fdae,3,2,3,1,3,3,4
50d1c2157,2,4,4,3,2,2,2
dd6cb40d8,2,4,4,0,2,2,4
5fe2e44a2,4,4,4,4,4,4,4
547c7bf41,1,2,2,1,1,1,1
56b5845d7,4,4,4,4,4,4,4
e42a8863f,1,2,2,2,2,1,2
34884c9fc,4,2,2,1,1,1,1
9ad6f6fae,3,3,3,2,3,3,3
61c1f3481,0,1,1,0,2,0,0
6bf6880bd,3,4,2,3,2,3,4
e3b39a9f5,3,4,4,0,1,3,3
063d8c58b,3,3,3,2,3,3,3
06b533b04,3,4,4,3,0,3,4
443682c9f,4,4,4,4,2,4,4
36b20cfb5,4,4,4,4,4,4,4
f9b28d664,4,2,2,4,4,4,4
8b636912d,2,3,3,2,4,2,2
c73c8b6d1,3,2,2,3,3,3,1
e2cf62da9,4,4,4,4,4,4,4
a76fa694e,4,4,4,4,4,4,4
ff7707a35,4,4,4,2,4,4,4
faf13c5cd,3,2,4,1,4,3,3
160e267f4,2,1,1,2,2,2,2
9d4e91ab0,4,4,2,2,4,4,4
6764e8752,2,4,4,2,1,2,2
c026becc2,3,3,2,3,4,3,3
71cb2e2d0,1,2,2,2,1,1,2
9498e0379,3,1,1,1,4,3,3
f2ff942f1,1,4,4,1,1,1,1
96ad633d6,2,4,4,2,2,2,2
d21ed8b84,3,4,2,3,3,3,4
ec8c5413b,2,4,4,1,1,2,4
7d3448f9e,3,1,1,2,2,3,1
02a13b2cb,4,4,4,4,4,4,4
f57efd0b9,1,2,2,1,2,1,2
dc2ae1787,2,4,4,2,2,4,4
e7b44276b,2,4,4,1,3,3,3
9d6fd0eaf,4,4,4,4,4,4,4
7adb5f44c,4,4,4,1,4,4,2
81a1cb1b2,4,4,1,1,2,1,4
4d5e4949a,1,1,1,1,1,1,1
d61dd6a6b,4,4,4,4,4,4,4
146005aa0,3,2,2,3,3,4,4
b3ae374f7,2,2,2,1,2,2,2
5a3599411,4,3,2,2,2,4,3
621a16b0c,2,2,2,3,2,2,2
c267a86af,3,4,4,1,2,3,4
1caf9686d,3,3,3,4,3,3,4
0b32cba75,1,4,4,1,3,4,4
80fcb8392,1,3,2,1,1,1,2
be0e2dfbc,4,4,4,4,4,4,4
288edef23,2,1,1,2,2,2,1
5742d498f,4,4,4,4,4,4,4
f16407c21,3,4,4,4,3,3,3
c053ae854,1,1,1,0,1,1,1
9baf0d577,3,3,4,3,1,3,3
70014779,3,2,2,3,3,3,2
feec7a438,4,4,4,4,4,4,4
af2ec000a,1,2,2,1,2,1,1
b652b7241,4,3,3,3,2,1,2
37e15671b,2,2,2,2,2,2,2
0ecc1200a,2,2,2,2,2,2,2
d2dbe8b09,2,2,2,3,2,2,2
b2145e15d,1,1,4,1,1,1,1
251f4dd60,4,1,2,2,4,4,4
2b4c0f3b6,3,4,4,4,4,3,4
d77baafda,3,2,2,3,3,3,2
d0e762abd,2,1,2,2,2,2,2
f93ea9f9f,3,1,1,1,3,3,1
ae6a2116c,4,4,4,4,4,4,4
b16fae336,3,1,2,3,3,3,2
d2161e0a2,2,4,4,2,2,4,4
e545bcd64,2,1,1,0,2,1,2
693a90fda,2,2,2,1,1,2,2
fad982f0a,2,2,2,2,2,2,2
059d8d91f,4,4,4,4,4,1,1
8a45e8492,1,4,4,1,4,1,4
a249a34f9,0,1,1,0,1,0,1
9976d9007,3,3,3,3,3,3,2
9e6da2bb1,4,4,4,1,4,4,4
b1b2aae50,3,3,3,4,2,3,3
a25c1fe02,3,2,2,1,2,3,2
e801cb768,4,4,4,0,4,4,4
8c2f67527,1,2,2,1,3,1,1
26a351904,2,2,1,1,2,2,1
68a3c10cb,2,1,1,1,1,2,1
a4221001f,3,3,3,1,3,3,3
3ee76f8a2,3,3,3,2,3,3,3
bb7dfc592,1,4,1,1,1,1,1
a9fdc3e4a,3,4,4,4,4,3,4
338bc4bcd,1,4,1,2,4,1,1
b39ead375,4,4,4,2,4,4,4
4d3526802,3,3,3,3,3,3,3
064425a21,2,2,2,2,2,2,1
48f8d1d90,2,1,1,1,2,2,2
8ccb8778d,1,2,2,1,1,1,1
04372b78d,4,4,4,4,4,4,4
356d41ee2,4,2,2,4,4,4,1
dba5f0e5c,3,4,1,3,3,3,3
1e140177f,2,4,4,4,4,4,4
1c2d419ac,4,4,4,4,2,4,4
933da53ee,3,4,4,3,3,3,4
0ab8ae91b,1,1,1,1,1,1,1
05d3e4d55,1,1,1,1,1,1,1
4e09a22e0,1,2,2,1,2,1,2
414d8422f,4,2,2,4,4,4,4
285758945,4,2,2,2,1,1,1
17d578acc,4,2,1,4,1,4,4
5ed271e0d,4,2,2,1,1,4,4
d9fe690c2,1,2,2,1,3,1,2
adbce8472,1,4,4,1,3,1,1
f95680d84,1,3,2,1,4,3,3
251e884b7,2,2,1,2,2,2,2
9b8a35f8b,4,2,2,4,4,4,4
2868f9f3f,3,2,2,2,4,3,3
a5a7de784,4,4,4,4,1,4,4
e3f51f5e0,2,2,2,1,1,2,2
bc4e5abfd,2,2,2,2,3,2,2
5c94ecc07,1,4,4,1,2,1,4
5b57c4bba,1,1,1,1,1,1,4
9b0f69f61,1,4,4,1,1,1,4
db3fce97e,1,2,2,1,1,1,1
ee6e0abe4,1,2,2,1,1,1,1
deb7136ba,3,2,2,3,2,3,2
007ffeccd,2,2,2,2,3,2,2
a85630773,4,4,4,2,3,4,4
56f9dbc59,3,3,3,2,2,3,3
4f512c3fe,4,1,3,1,4,2,2
2def0a43e,4,3,3,4,4,4,4
487bbfb6d,3,1,2,1,1,3,2
8b8c51377,3,2,2,3,3,3,3
243f7f43e,4,4,2,4,4,4,4
e59c8fc76,4,3,3,2,1,4,4
ccd3e236f,3,2,2,2,2,3,1
435f419f9,1,2,2,1,1,1,4
be7ff8075,3,4,4,3,3,3,3
c2c03cb2d,4,4,4,4,4,4,4
cf8325fae,1,1,2,1,4,4,4
dafb0cea4,2,1,3,2,2,2,2
48553ec94,1,4,4,4,3,4,4
0f3fd67e2,2,4,4,1,2,2,2
96eb3ec09,2,2,3,2,2,2,2
fc9cf8b8d,0,4,4,0,0,0,2
41612698d,1,2,2,1,1,1,2
cc9c0e1e7,1,4,4,2,4,1,4
039fea576,4,4,4,0,2,4,4
2a734045b,4,4,4,2,4,4,3
4a91d273b,4,4,4,4,4,4,4
4e12936b0,3,4,4,1,3,3,3
788e8757d,4,4,4,4,4,4,4
2533f425e,2,4,2,2,2,2,2
11aa441fe,3,4,4,3,3,3,3
68936da8c,4,4,4,4,4,4,4
fa1c96e93,3,2,2,1,3,3,2
94636517,2,2,2,2,2,2,2
